score,bag_type,recycleRefundChoice,refundAmountMultiplicationFactor,choices1,choices2,choices3,choices4,choices5,choices6,choices7,choices8,choices9,choices10,choices11,choices12,choices13,choices14,choices15,choices16,choices17,choices18,choices19,choices20,choices21,choices22,choices23,choices24,choices25,choices26,choices27,choices28,choices29,choices30,choices31
-39372630,4,True,0.5741622407600523,78115,737,81179,30388,37793,20375,85351,10818,61703,8012,26298,99553,55395,15032,24007,91473,79590,31392,85601,51367,36795,789,48086,78481,68996,72951,69825,23452,28817,76595,11710,59609,80838,73451,13092,97419,86266,18354,70851,52752,46519,16415,12636,54962,92196,73552,27556,69490,18640,46423,5240,8479,29880,9491,55697,59990,48195,81008,26417,4465,52181,14882,84633,74377,2141,39784,34366,6261,54839,29153,63414,40538,88374,85939,93579,64514,15574,21414,91482,56847,81184,22994,7234,37573,34993,85657,13873,33347,2615,76449,57142,4177,86555,20976,48017,20031,95025,67084,80272,41108,5789,6530,70003,72569,19197,58759,64755,72258,57473,14890,12968,58199,57856,46382,78134,11093,94644,96208,2737,62855,94675,42173,45981,11114,36777,81918,4618,24852,66787,23443,82660,747,80212,85948,48577,66214,27536,65880,39245,35019,15764,41043,76461,19487,83924,16721,91558,75831,26035,89826,27457,52519,84057,28793,38264,76540,89898,11775,45381,44585,53255,64891,36569,26224,34475,74976,32317,54880,16722,78326,20330,58898,81482,92899,21383,99381,76729,88646,810,44817,82778,8717,49177,22516,25315,49586,29547,58707,97797,41359,72038,48421,7140,23921,86754,51827,1807,64041,38801,76073,11622,44256,77857,70497,46926,40103,27504,63722,53956,87643,43455,84185,4798,93418,36128,46491,78843,23040,56273,98891,50707,72833,42956,80554,2374,33105,43,12437,43988,83901,71962,96782,2278,20642,79552,22307,50538,16493,91522,55106,39546,85854,80254,42268,79000,3836,554,67145,93647,76063,86056,26980,16161,8236,6738,70355,40955,5540,8577,70718,58608,81907,45691,13806,37639,64789,15915,19411,99017,88913,56947,23,63469,12714,88329,55486,15508,68755,20003,40652,36205,85933,64532,12848,99102,12881,28734,93182,70467,23176,69285,95967,28191,84156,53650,94912,61485,76366,97469,45252,10242,3,96057,64932,20248,16371,78178,1836,86257,37349,52188,72209,81793,29621,47944,91634,3341,49793,76783,21889,50593,33194,76256,99824,21225,36368,82766,40870,96663,12766,50363,63587,42859,98165,87096,46480,15502,1737,4888,89458,11351,58917,77888,21947,542,53541,92989,11841,59617,23382,25574,17580,71206,62556,40885,18976,29926,1174,92944,93442,65926,77708,95681,48960,10211
-37671499,3,True,0.7757739605698752,96254,56710,55799,45321,48415,3066,43131,59361,55019,70339,60131,44240,46819,74924,17367,53527,12626,51706,55633,4445,29566,16221,42448,49009,64217,39713,77763,40028,56729,17750,2375,69480,59226,59337,19790,93575,21289,45608,61768,69850,18025,47931,75106,90560,93987,75137,13466,88199,39064,61121,55519,47070,60011,70754,57295,59921,76069,47454,18059,10888,76639,32214,56143,18670,39861,93646,4499,69700,25946,64652,63518,69832,59508,75932,82853,23474,54180,31887,31135,82703,52756,86213,92854,79287,81601,80039,26684,25193,51324,32488,75161,60324,13902,27187,32824,13372,43291,70692,73769,11227,60161,15194,33058,82465,47735,48574,91760,4529,70407,62483,7390,69945,76926,81662,36549,70575,41271,55058,63431,56395,25361,49855,8500,89928,62759,95326,82262,40963,30656,82902,99881,16872,2287,1662,34898,1259,95098,38120,46526,27892,13726,60540,37826,1268,97594,28455,38325,36161,48599,36075,40955,84658,15767,12031,75112,16015,94057,92345,1937,59174,79312,10406,9908,25661,7079,64937,74968,17107,54959,39497,98963,7319,97566,45645,43878,52762,78764,87228,42026,1204,85693,1239,52725,61013,32518,79959,53904,641,41378,39491,27607,79837,29109,59196,41409,85557,77910,84370,904,42382,88086,92489,97539,79960,35061,70535,76913,59163,45625,67748,64821,99908,95423,6220,87068,30326,85906,83281,87597,97710,9637,50163,31465,25719,70304,33420,44121,11343,19293,30839,10609,80488,34955,66886,88227,76816,25927,4393,60787,17704,22609,88313,72764,41518,88878,68889,4176,49101,32075,99345,92182,67750,46646,48509,80635,95809,4901,598,49857,24894,45424,42275,51172,81674,20396,83621,96613,62930,14622,6509,27394,84189,2782,20619,33410,92532,87822,83534,3511,62300,92172,96173,71720,89622,82407,85826,30650,62165,44427,1107,44845,68167,49554,89554,59547,56332,78201,32894,12638,42664,27349,31206,10469,34100,91019,33669,2328,84175,4058,46380,1902,77118,2998,68967,17382,54958,81069,24841,37321,85545,48102,22303,45557,88799,74134,95264,88565,74662,20928,23393,45615,2756,75872,72131,42106,97882,20771,49229,37248,11634,98655,69070,29137,95723,1204,59771,36479,54897,5855,3996,75482,34277,20317,92002,74994,14130,16243,86462,49542,95524,68752,82823,16268,46804,31200
-39358830,5,True,0.5010648469424377,58736,91814,99999,85389,6294,17032,79052,59010,89475,10651,76171,41508,38900,47029,92778,18704,85053,81473,3907,53180,7335,82486,82142,10266,30665,41238,15083,14696,73514,14408,89875,35356,4330,51150,32489,42710,40453,88957,65315,28498,51136,45735,99074,76344,23492,25856,65982,93918,28331,98429,83912,31936,74941,73293,32633,58900,79594,16401,95956,75682,13841,13229,40683,57372,9302,38498,68008,11475,29478,92379,1176,22553,42538,68614,65291,48029,84654,3126,10922,47697,51317,92152,68448,41811,14691,89564,71369,84404,20892,97246,63634,53741,42310,8348,55714,46311,3198,24009,43299,83733,26242,40613,90048,82788,13607,6830,76400,95845,86017,16475,73058,52329,47140,83490,47481,35376,20052,22983,79981,4185,94389,82012,45823,83019,48683,11887,80810,65647,83196,49817,36165,38695,98134,78630,16573,78629,53052,13322,61764,81322,26437,40325,38984,24035,5614,11774,41652,42153,64173,54647,43166,52202,10067,58737,30626,14045,12736,51745,81625,74489,85006,77028,15504,71696,26632,87041,97646,44105,58836,81608,16857,64631,97322,95410,32602,25948,27999,21005,15304,12677,84396,48173,57294,16549,79097,99998,63937,78137,72028,62247,90530,7154,429,36560,63952,11396,18214,72360,32118,11897,22316,98158,67689,23445,87431,4660,11288,82798,32342,35015,75087,67468,36541,1487,84424,81516,75540,80416,82162,97664,97684,78110,45596,23778,98179,83872,90109,28988,93776,40313,71828,99645,81576,87970,10639,544,15915,50668,68382,78795,33276,30393,6352,76450,19234,44586,89236,16653,16426,47202,29086,55179,14089,43642,46904,87076,9561,28355,16981,7954,61031,21071,58199,9677,57112,19542,9443,78963,80204,31844,76036,34578,94636,28362,73020,74711,36981,60199,9911,5830,83076,67993,87446,26520,52157,14589,76723,61399,75662,97906,13192,34344,53965,21206,16532,78305,30774,27739,8872,65049,95818,51019,24721,45869,43236,25611,987,55891,9202,9676,28121,64098,79863,69557,19243,28817,52459,9993,57558,12782,15033,44196,86791,98486,89213,1150,19296,64285,68430,71134,77685,55518,3608,65352,11238,22238,55964,39746,46069,1715,15359,15235,65650,81419,42156,13180,55667,66309,60745,59499,17991,82810,31005,60812,90083,58573,37692,7024,87755,87644,28139,79336,78315,52151,14487
-39372630,4,True,0.6446318000995561,97244,55618,50392,63498,24588,83474,83552,50713,67169,56111,26942,83911,50554,28016,12096,52273,94189,97977,30324,19563,91860,67394,5478,39841,51819,58490,53450,58991,79715,2107,57435,68231,54557,13098,91004,85177,89205,67313,29294,5377,98871,63291,96573,62281,72954,27744,14947,77891,4921,28808,30699,32529,67172,1064,31624,80372,35878,74199,41991,90012,81739,36444,98774,97584,56055,40460,29438,97144,78027,63188,63068,75156,99533,93711,92866,72201,18287,75393,22667,81318,16873,18958,1299,34458,78644,82960,8407,33981,21789,3761,94987,30700,90746,55792,705,93594,14596,42289,74355,2335,58868,36497,55780,15045,91626,85044,61513,52648,53728,93122,3220,65732,28970,13093,65640,1267,63239,55796,53071,75859,63340,20344,63800,8868,37356,76824,35221,36292,30942,90066,50448,38243,16239,46337,11508,58622,48921,99166,19261,67226,3248,81086,37516,54371,33450,62940,85508,13237,7194,66120,59747,86680,39710,97157,90242,32194,53611,79198,8389,27701,78239,90877,59411,86483,66285,27548,5862,29092,2508,77730,66615,73980,55706,11434,2228,22311,73772,34221,19506,37528,56132,98724,28697,27078,58649,59268,77614,27855,33637,36240,4595,9303,59938,93935,31988,22935,30809,15749,98093,98122,98772,47715,64869,12994,6573,29885,11427,56467,15666,48489,60532,61748,54820,95025,76553,90285,64234,15794,45923,74814,55909,2067,94586,40117,15209,57960,38346,65105,96062,96983,8899,84696,98572,37023,15152,57959,73791,94043,58637,79055,23449,87289,81500,37697,29309,43367,3514,47000,10470,75489,83099,99863,41425,94119,50980,71630,1462,78602,32482,60037,70173,59953,85111,46809,66580,7173,60288,18855,38848,13014,51001,75088,64767,27644,49859,34785,59948,16978,39358,17981,71420,75960,26782,31291,35529,3598,47041,43079,75599,40851,56989,12358,97464,5236,51998,56869,93557,51933,1016,41982,85904,20453,23820,39664,56404,6085,658,73427,98575,42605,70113,49036,52273,59508,96322,5441,25527,82737,5337,17666,64258,36845,94035,18795,57792,77586,91843,47731,79737,64124,13461,520,73342,7088,27689,96840,88954,96546,94247,68311,96684,80216,96979,15184,8303,86120,28980,46603,1932,18721,26249,17020,80322,82807,67720,25487,70580,54113,39254,92622,54908,71561,89857,18600,24120
-39358830,5,True,0.9120945468823591,97600,2650,19500,6401,36969,52480,36824,5098,73489,70303,33355,25707,89734,56542,18221,83205,53807,9415,26635,45514,62312,85086,94257,68888,67957,113,80538,25255,71840,42287,46970,3710,77261,44718,36515,38772,41958,29222,66960,39644,16542,66064,13688,55554,29070,59771,36431,83498,64483,70588,93704,75747,25896,58422,51347,99158,24396,82945,89451,20310,36003,40921,94000,63184,67057,69632,73929,27411,91183,98690,92689,64136,40091,36407,14308,3664,57071,79008,65273,75175,7266,63166,38480,56384,33416,96493,36003,86987,79301,54501,60477,92202,63367,18410,54955,62998,80889,13801,5491,80526,74123,241,96535,14403,9301,46502,10157,71037,46326,95511,19970,85107,51792,99296,71505,14535,41579,97709,38596,41081,61659,35354,29506,57457,76765,17727,62248,59592,79211,97905,60235,73582,32348,10031,24333,82387,4481,3630,85874,83917,45311,93180,49721,23876,46853,91277,46294,625,22076,53781,22292,17255,29072,20884,29640,18355,25214,79321,32122,21760,50519,93862,70936,53433,37307,98488,65917,15334,49883,26857,66688,98993,18823,80748,41223,87262,2063,12721,46983,42711,25783,195,98606,82398,61974,77918,91462,5836,65521,708,17776,82862,80644,95153,61957,36933,42393,83703,63154,39086,39992,47752,33135,13522,84363,88924,57354,35034,90480,86445,27089,26036,20240,14969,44979,5963,43638,64033,46531,93874,55357,68890,77381,21119,2234,4678,59529,52432,7693,21192,55706,83298,11008,49018,10117,15568,44201,495,90331,27128,16514,973,91340,29806,99834,83567,11870,76285,81378,14864,3104,69071,25539,15489,12688,24198,52624,57335,35096,18250,89880,16943,59610,29282,52570,63150,25233,95565,10479,60437,80021,94426,71619,35426,86154,53311,98185,82160,40695,98561,32364,27452,4900,83847,31292,79357,51171,13970,16324,75751,68860,66799,46641,20846,84635,3629,84715,42263,82902,85676,50538,4259,19479,22607,16032,37514,27265,12870,75416,57257,44870,63046,23910,94250,2002,83198,16316,64183,36045,77898,60509,91275,35794,43851,81441,33954,73486,34986,28085,56319,99695,61084,6691,21423,11906,14172,76339,16241,28410,59429,5915,73736,70202,9564,98797,72595,89934,35372,96185,25762,99601,22098,6159,25883,77248,99777,84374,7671,32397,94504,2010,51392,78361,40,11788
-39358830,5,True,0.5225013272537611,16187,16680,67720,18510,23513,69647,52662,47252,10500,9456,58737,90430,18959,64317,30120,88454,25888,81683,77692,58605,44885,70092,13830,38476,70463,46928,66872,2507,57252,91159,27324,39303,42900,1484,5748,53173,34744,90163,75184,91041,35482,86829,98169,62553,90800,97729,76977,44562,21780,10855,65069,10380,84428,88649,31890,27603,75200,56917,58154,73278,25033,18692,11326,38924,9713,99467,95984,70238,71620,12457,8743,8877,8377,76581,244,36878,65425,85239,93037,94054,98889,86241,92777,25792,77765,23686,53925,14121,34389,64311,22842,28486,40294,8050,87796,57776,90103,91541,61832,74431,70927,25247,99048,42247,32495,64328,27023,99112,30749,8619,90514,51773,89220,48605,96707,85575,83610,59983,79011,53374,13114,33371,95173,93334,99856,78999,29340,50263,47491,63585,34594,97262,38133,32523,25370,7996,33130,65072,63018,64040,85572,42592,87530,80748,63766,96781,24881,46940,87997,83859,85292,82815,71235,92099,64282,26971,78860,30387,13071,11351,50659,20557,76300,78949,38009,45039,49542,19451,27546,62508,78010,69696,34694,65695,63704,38559,255,56529,58092,28312,60239,29896,66122,28468,83676,79562,43316,96467,4243,7107,17626,42795,2177,70487,94361,46212,21080,35758,89907,83305,97752,43267,27612,15555,38958,38570,8449,79378,9663,85741,76406,96925,4178,8235,89729,81559,39133,26807,17881,15678,78094,37504,70912,65288,80301,30902,26796,11496,27863,5914,68423,88561,9954,98180,80251,25516,63201,89258,15568,76320,61950,53492,98884,34423,57477,67157,58968,41684,84623,25481,65101,72342,14802,7834,60634,26125,1567,19272,68014,80175,46528,64061,57556,20524,49525,10559,7096,14706,9371,92252,51784,6486,19548,47089,50986,39306,63504,50554,48147,99898,52250,79221,19095,87795,52811,96153,59090,30350,36421,90094,44548,73471,98593,67219,77557,73914,17837,48471,58865,29063,73488,8736,36814,63431,12560,79451,12956,18367,2790,12153,56516,65296,279,36007,33284,62099,38204,63007,65971,35041,77675,90349,48276,95659,68694,64349,40336,33810,81886,26920,96153,73031,66681,50385,4421,920,33968,70722,89821,57733,32275,86946,11851,72614,82833,50495,14385,79212,69773,27048,40362,72985,41050,84066,88517,6008,42629,96879,31788,39132,97557,40135,11956,35479,36004
-31448069,1,True,0.30736477864000666,92794,80674,46018,78951,67702,613,41021,33800,49177,67354,12128,81323,5014,24841,28135,48986,92751,94433,32837,21081,62932,12371,99123,92688,88537,21004,82716,24736,60066,80669,59080,45801,6344,96263,78605,46639,98368,67473,8078,47455,33293,98488,37870,46172,1823,61934,64271,10004,26972,81166,15135,63768,98814,64709,93600,36810,73493,24293,11908,83754,50386,28899,15267,2454,24090,19704,19180,35130,53387,68232,79723,50772,14734,63719,60318,31896,21690,19730,7802,57893,57941,46541,58703,75947,37908,18308,70608,14865,69632,31030,71912,28802,11809,8823,92459,36396,37270,78521,57237,19213,36089,72096,14853,80066,92421,81585,30567,94091,59557,39622,84171,65786,19560,27378,9602,37095,48444,80262,31623,46206,51391,15850,28522,67151,52297,50716,93189,27229,61121,34774,21714,7597,76083,69208,52205,14189,16111,29168,57801,53241,45381,33077,13300,51237,28538,57786,77490,81128,68456,96313,91826,90699,65751,4926,77658,61650,82341,32230,6957,50280,81637,64865,43934,3344,80607,51913,85460,78501,30888,18632,63883,35648,76884,16686,66083,72154,54369,47058,8147,72467,99620,49152,7787,39752,52634,71540,26998,89085,4919,99608,52598,91540,59750,79161,75169,31604,52976,33068,89226,44587,93917,5659,36680,56346,95502,15174,629,92463,28705,85922,85317,18617,30069,68750,9600,25943,98692,66241,44434,6746,52763,58740,86382,91402,83071,14522,26120,57016,42202,70546,80437,88395,28042,79567,34396,96043,41385,4362,7188,91890,26920,51205,26816,64868,81519,22813,82082,90906,899,66331,74921,10026,47349,16725,38681,12855,34575,3315,28285,37198,76298,71598,53451,19464,65372,76722,20178,31638,98722,84448,66667,84557,96965,89567,89546,31748,49337,84571,69069,19519,62988,85989,17078,84780,14930,30605,98860,24058,6365,28952,19833,82422,98722,56335,12261,9775,61850,65059,71854,96536,55115,76271,86279,71892,52328,65070,32827,31759,10335,24468,54698,59445,91507,28240,94466,44135,47239,45394,5289,56278,13013,2099,79491,79683,18475,66722,34532,51439,55784,97686,22280,1773,13857,81006,47952,36515,72904,54343,62508,55257,78497,28746,28091,39706,94489,2475,18694,83178,78842,76690,5765,18850,3900,96743,33328,95693,57821,23588,7655,60532,65732,9871,53641,42699,56270
-36757515,1,True,0.9410266453678076,14082,57491,95732,45360,98684,26447,76113,76427,13857,50001,59928,40784,59676,58184,88856,9632,23400,61781,10653,35310,67198,56374,83997,19130,91744,86333,32337,49432,67531,90452,97440,12946,2753,10196,21700,37449,41903,87753,67143,9589,44602,8261,92401,13651,66176,38436,57620,10887,97330,15900,26200,5976,59819,9352,32415,32402,98539,32282,92540,29246,34644,10474,62255,64019,30631,82194,10649,18581,57197,56955,52976,1142,52894,78158,42032,31759,25979,76720,86437,98835,58058,89079,77618,21549,41071,4096,86784,32178,60440,79656,55120,51486,67236,55641,60868,91891,46441,5983,9998,59190,95980,67818,23523,75898,21147,16757,18891,326,83931,9106,21281,88789,87864,47050,91088,83119,54762,57959,26731,11449,96766,31947,87361,13788,95529,26432,16386,43630,68272,81623,8701,50095,33705,54458,87128,21152,13422,92897,71289,19097,86055,51830,88477,94425,67456,6118,99701,95438,88170,74944,94686,81758,77145,82510,94223,38776,15846,4929,96061,71512,43395,16459,53435,26784,9526,19765,43636,46029,80662,30944,5981,47437,73965,88085,10311,51170,6506,78636,44703,9170,47178,15519,89127,85096,17506,32945,34853,46665,26148,27773,92010,69863,48831,43121,63857,72042,3850,90196,2566,12983,36131,22235,19636,2319,31295,95527,71143,93593,93487,15033,63546,89719,49519,81456,92197,8776,42030,67545,1511,33204,97537,68379,55187,89360,88853,42837,109,54190,89026,80237,36886,86258,17950,49823,14488,3570,70557,57980,16333,15195,38873,3512,18028,12942,42956,56242,46378,88990,77204,25833,29863,2723,38198,57347,45241,25897,30178,44137,90270,65444,61852,36116,1385,61555,89870,6034,43347,27231,89525,47137,20641,36113,95465,46703,95972,19064,80871,92243,75948,20305,84506,13570,54813,90699,52858,36777,58824,29934,21209,63050,93760,877,43312,85859,47178,23841,98409,22478,8077,31109,31576,69739,92229,37603,3669,67111,20671,20915,65550,84836,65072,12531,10359,51172,17449,9762,3721,33359,65647,5136,20769,1776,59945,26210,65733,7806,92331,83480,14086,40443,57962,81756,24794,37593,64881,72971,1613,86906,29784,28527,97812,77064,80628,14572,889,48384,90461,62676,87921,63107,91520,26313,94688,3081,97559,84114,24690,59688,28057,71925,67876,45107,29169,53675,18726
-39358830,5,True,0.7184749901583356,87443,88513,91194,34933,19583,29105,60647,29801,64470,15578,38640,20486,75286,13626,23617,41603,48952,38399,71981,40449,12186,66178,50774,86108,1875,13129,53620,60642,35523,8958,5403,42124,49444,34787,14403,4799,65611,36828,38474,65320,27352,94938,55270,52908,50445,47514,59400,89954,81916,89717,50581,48778,59075,98236,11995,93122,81771,9574,30550,27109,75522,16455,68033,21297,24068,60316,70741,377,32410,17028,54659,46677,23089,43550,63539,29885,94907,65732,35639,81367,9467,93531,57466,37874,10567,67428,86068,43003,89420,83085,50377,13349,78590,90491,52048,45138,55439,74062,81209,36843,539,42500,85466,3075,68197,55355,46044,47094,22343,3345,93627,15274,91170,54514,16691,4391,51447,23446,89914,35490,33524,27009,34332,52290,60855,85183,49424,31512,49090,49358,64573,87708,25029,15468,46067,84974,7860,33810,58047,35589,14025,28652,15451,6822,27697,82358,52122,70705,25334,75304,24679,71862,23507,60205,266,36662,42510,23088,40968,44073,1431,65354,21702,19710,90864,21427,54870,8538,89747,72347,6003,35476,40682,88400,21288,25699,84342,11259,55494,34024,54976,26858,24829,7281,94435,28387,95631,62736,52864,67688,69779,84752,12732,17410,32634,88240,86512,88790,20321,58802,59377,40805,72223,67956,71764,61646,93608,94792,38245,97012,89541,5895,53214,16090,72565,93275,21973,53281,66724,51110,97659,93483,54334,31717,20040,76452,73238,20037,67029,78609,20465,75904,20861,57211,68550,45314,19908,30721,4966,63987,78799,81942,95767,98740,44409,49567,27405,29148,85885,46897,57201,65156,87671,18893,98366,28139,19097,57925,84334,63336,93829,43331,7664,44296,36160,69370,44108,40411,29097,88212,76363,42528,44477,80555,85316,69325,69045,39729,51448,40230,1233,39342,82164,6254,36997,1033,20765,76375,58561,40167,11168,38420,93131,391,31032,4887,11737,12355,28794,57729,12875,43573,65342,64729,23926,92956,99373,60117,68440,7253,61593,21210,63711,13146,1570,12935,7685,12172,11793,74321,8741,96225,89988,8453,2727,25078,97590,71015,10180,23432,35672,56173,80269,74030,98316,32856,95238,65591,82421,73726,97397,90950,89628,18267,14076,6159,37444,36048,68149,65441,58601,86146,15484,40027,59896,29897,35209,47211,84054,53306,71229,75804,77720,6095,9029
-37571176,3,True,0.1785146950391172,35979,83579,29474,19777,48765,43702,81773,2436,289,25753,84100,22451,11278,69868,53329,36524,51309,64966,47632,29995,52416,82960,65067,67516,68499,40809,87937,15319,11328,92160,47956,22950,57297,1377,48494,7129,12087,86028,85548,41259,53467,35140,30440,89914,37768,45105,41940,6816,25750,26565,79536,42968,87350,77291,53402,68669,91534,86865,44585,36248,10455,81658,29441,87881,52358,63432,75077,26227,3085,99178,49953,50773,91285,52452,8055,94515,55661,67989,12177,23596,75247,71459,35137,28445,63690,21091,75655,47305,23608,99781,90515,54861,68057,28205,90926,15725,81021,56151,32229,30810,19080,21749,22619,32291,77701,62852,84881,83260,61521,72640,7679,12329,16389,24313,68200,26010,40607,62302,92406,93204,36292,88340,2841,11082,23845,72852,95504,36780,69314,25481,97551,43231,81906,23486,64325,87545,957,18132,47021,81347,1019,31981,98377,71029,77601,74897,97354,52295,8229,13468,41712,45106,9456,86928,98601,39215,87808,87480,20014,74316,90677,21512,53659,83956,50214,36549,80585,20459,8190,67567,71191,77541,41486,48909,35931,40028,53339,26387,64262,38218,32440,31295,97371,37001,57934,33496,39749,61843,24717,93367,79676,83419,70362,99908,76073,95788,88627,9143,79631,18602,35977,52299,89770,35648,89859,41984,61585,22000,33991,11934,40760,16386,93201,80902,85132,81777,66648,9886,34190,62925,38780,67956,36036,95056,65295,98671,9056,14492,93957,64024,25703,93663,58499,29613,1616,62321,96671,41487,46494,9203,93205,83465,27068,47026,68896,97636,43408,8686,72999,95441,48290,4631,23136,7569,76289,69508,82724,67837,27285,90967,49960,62730,73117,74806,96390,53536,9397,65572,21553,43207,54542,63088,43721,94848,95667,98003,21718,60016,61352,7632,53892,97521,63195,52591,65561,18124,20944,89209,89155,25659,1340,52428,65325,28652,20744,91700,45428,97709,91819,10524,26733,29295,97428,1424,59137,89928,95806,72992,95884,83020,36525,21282,58715,78623,88974,43715,69967,62000,87228,20147,43431,48345,8374,56221,99285,97323,95008,38801,40274,44702,21290,46926,959,3534,57047,78212,86097,40901,94512,73219,20314,58880,3727,25384,47439,90336,62260,19842,1670,28731,51873,65243,47656,34261,11888,91346,86982,49931,13994,49074,33945,49081,92172,12954,57028
